code,city,region,pop2020,pop2025,pop2050,change2020_2025_pct,retention2050_pct,youth2025,working2025,elderly2025,youth2025_pct,working2025_pct,elderly2025_pct,youth2050,working2050,elderly2050,youth2050_pct,working2050_pct,elderly2050_pct,feature,events,schools,merger,share2025_pct,share2050_pct,rank2025,company_total,consultant_count,geotech_count,survey_count
21211,美濃加茂市,中濃圏域,56689,56872,53983,0.32281394979625233,94.92017161344775,8127,34867,13878,14.289984526656351,61.3078492052328,24.402166268110843,7040,29104,17839,13.041142581923939,53.9132689920901,33.04558842598596,製造業と物流の比重が高く、外国人住民も多い地域。中山道太田宿や果樹栽培も特徴。,おん祭MINOKAMO、太田宿中山道まつり、みのかも市民まつり,加茂高等学校、加茂農林高等学校、美濃加茂高等学校,平成の市町村合併なし,3.0067317335707475,3.6763343848236714,10,2,0,0,2
21212,土岐市,東濃圏域,55348,51044,37104,-7.776252077762525,72.69022803855498,5611,28282,17151,10.992477078598856,55.40709975707233,33.60042316432882,3468,17757,15879,9.346701164294954,47.85737386804657,42.79592496765847,美濃焼・陶磁器産業の中心地の一つ。大型商業施設と高速道路網を生かした交流・物流機能を持つ。,土岐美濃焼まつり、織部の日、土岐市織部まつり,土岐商業高等学校、土岐紅陵高等学校、西陵中学校,平成の市町村合併なし,2.6986146892739,2.526845692430904,12,0,0,0,0
21213,各務原市,岐阜圏域,144521,141226,119096,-2.27994547505207,84.33008086329713,16844,83109,41273,11.926982283715464,58.84822907963123,29.224788636653308,12905,62388,43803,10.835796332370524,52.38463088600792,36.77957278162155,航空宇宙・機械産業の集積地。航空自衛隊岐阜基地、川崎重工関連、河川環境と公園都市の特徴を持つ。,航空祭、桜まつり、かわしま燦々夏まつり,東海学院大学、各務原高等学校、岐阜各務野高等学校,2004年：旧各務原市＋川島町,7.466392878837784,8.11064075532964,3,0,0,0,0
21214,可児市,中濃圏域,99968,97210,83832,-2.7588828425096024,86.23804135377019,11453,57100,28657,11.781709700648081,58.7388128793334,29.47947742001852,8587,43136,32109,10.243105258135317,51.45529153545185,38.30160320641283,名古屋圏の住宅都市である一方、自動車・機械系製造業が集積。花フェスタ記念公園や明智城跡もある。,可児夏まつり、久々利八幡神社大祭、花フェスタ関連イベント,可児高等学校、可児工業高等学校、帝京大学可児高等学校,2005年：旧可児市＋兼山町,5.139337315733795,5.7091022015919455,5,1,0,0,1
21215,山県市,岐阜圏域,25280,23348,13877,-7.642405063291136,59.43549768716807,2171,12025,9152,9.298440979955457,51.503340757238306,39.198218262806236,1045,5918,6914,7.5304460618289255,42.64610506593644,49.823448872234636,山林が広く、林業・木材、プラスチック、水栓関連などの製造業が特徴。清流とアウトドア資源を持つ。,ふるさと栗まつり、山県市ふるさと祭り、円原川・自然体験イベント,山県高等学校、高富中学校,2003年：高富町＋伊自良村＋美山町,1.2343714396435823,0.9450473715465625,22,1,0,0,1
21216,瑞穂市,岐阜圏域,56388,56671,53347,0.5018798325884921,94.13456618023328,7919,36258,12494,13.973637310088053,63.979813308394064,22.04654938151788,6611,29947,16789,12.392449434832324,56.13624008847733,31.471310476690352,県内でも人口が比較的維持される住宅都市。国道21号沿線の商業・物流、製造業、都市近郊農業が中心。,みずほふれあいフェスタ、汽車まつり、美江寺宿場まつり,朝日大学、穂積中学校、巣南中学校,2003年：穂積町＋巣南町,2.9961051848570097,3.6330216999275398,11,1,1,0,1
21217,飛騨市,飛騨圏域,22538,20481,11268,-9.126808057502888,55.016844880621065,1976,9882,8623,9.64796640789024,48.24959718763732,42.102436404472435,843,4429,5996,7.481363152289671,39.30599929002485,53.21263755768548,古川の町並み、神岡鉱山・宇宙物理研究施設、木工、農林業が特徴。自然・科学観光の資源が豊富。,古川祭、神岡祭、飛騨市食の祭典,吉城高等学校、飛騨神岡高等学校,2004年：古川町＋河合村＋宮川村＋神岡町,1.0827977323685203,0.7673700210842881,26,1,0,0,1
21218,本巣市,岐阜圏域,32928,31785,24186,-3.4712099125364437,76.09249646059462,3511,18000,10274,11.046090923391537,56.63048607833884,32.32342299826962,2367,11768,10051,9.786653435871992,48.65624741586041,41.557099148267596,柿などの農業、林業、製造業、大型商業施設が共存。根尾谷断層や淡墨桜など自然・地質資源を持つ。,根尾谷淡墨桜まつり、本巣市花火大会、富有柿の里いとぬき祭,岐阜工業高等専門学校、本巣松陽高等学校、岐阜第一高等学校,2004年：本巣町＋真正町＋糸貫町＋根尾村,1.6804221436127833,1.6471078567575963,16,0,0,0,0
21219,郡上市,中濃圏域,38997,35540,21763,-8.864784470600306,61.235227912211585,3838,17336,14366,10.79909960607766,48.77884074282498,40.422059651097356,1840,8678,11245,8.454716721040297,39.87501723108027,51.67026604787943,郡上おどり、スキー場、清流長良川を中心とする観光地。林業、食品、アウトドア産業も重要。,郡上おどり、白鳥おどり、郡上八幡城下町花火大会,郡上高等学校、郡上北高等学校,2004年：八幡町＋大和町＋白鳥町＋高鷲村＋美並村＋明宝村＋和良村,1.8789429914739129,1.4820974235762656,14,4,1,0,4
21220,下呂市,飛騨圏域,30428,27350,15154,-10.115682923622982,55.40767824497258,2618,12817,11915,9.57221206581353,46.86288848263254,43.56489945155393,1160,5781,8213,7.654744621882012,38.14834367163785,54.19691170648014,下呂温泉を中心とする観光都市。林業・木材、農業、食品加工が地域を支える。,下呂温泉まつり、下呂温泉花火ミュージカル、龍神火まつり,益田清風高等学校、下呂中学校,2004年：萩原町＋小坂町＋下呂町＋金山町＋馬瀬村,1.445950782690251,1.0320132498678827,18,0,0,0,0
21221,海津市,西濃圏域,32735,29903,17756,-8.651290667481293,59.378657659766574,2492,16040,11371,8.333612012172692,53.640102999699025,38.02628498812828,1023,7420,9313,5.761432755125028,41.78869114665465,52.449876098220315,木曽三川の低平地に広がる農業地域。トマト・きゅうり・米などの生産と、物流・工業団地が特徴。,木曽三川公園チューリップ祭、今尾の左義長、海津市産業感謝祭,海津明誠高等学校、日新中学校,2005年：海津町＋平田町＋南濃町,1.5809238118751945,1.2092138883894763,17,0,0,0,0
21302,岐南町,岐阜圏域,25881,26128,24133,0.9543680692399859,92.36451316595223,3659,16426,6043,14.004133496631965,62.867421922841395,23.12844458052664,3003,13569,7561,12.443542037873451,56.22591472257904,31.33054323954751,岐阜市に隣接する人口密度の高い町。国道21号・22号周辺に物流、卸売、小売、サービス業が集積。,岐南フェスタ、やろまい夏まつり、町民スポーツイベント,岐南工業高等学校、岐南中学校,平成の市町村合併なし,1.3813455959828473,1.643498466349585,19,0,0,0,0
21303,笠松町,岐阜圏域,22208,21833,18063,-1.6885806916426493,82.732560802455,2496,13151,6186,11.432235606650483,60.2345073970595,28.333256996290018,1899,9606,6558,10.513203786746388,53.18053479488457,36.30626141836904,岐阜市・名古屋方面への交通利便性が高い住宅・商業の町。笠松競馬場と木曽川河川敷が特徴。,笠松春まつり、リバーサイドカーニバル、笠松競馬イベント,岐阜工業高等学校、笠松中学校,平成の市町村合併なし,1.154275811278839,1.230121112073615,23,0,0,0,0
21341,養老町,西濃圏域,26882,24371,14417,-9.3408228554423,59.15637437938533,2109,13102,9160,8.653727791227277,53.76061712691313,37.585655081859585,846,6005,7566,5.868072414510647,41.65221613373101,52.479711451758334,養老の滝・養老公園の観光、食肉・食品関連、農業が中心。名神高速沿線の製造業も立地。,養老公園もみじまつり、養老町産業文化祭、養老改元関連イベント,大垣養老高等学校、高田中学校,平成の市町村合併なし,1.2884558144403695,0.9818222926847873,21,0,0,0,0
21361,垂井町,西濃圏域,26402,24949,18195,-5.503370956745702,72.92877470038879,2697,14032,8220,10.810052507114513,56.242735179766726,32.94721231311876,1677,8803,7715,9.216817807089859,48.38142346798571,42.401758724924434,中山道の宿場町で、製造業と農業が共存。南宮大社、竹中半兵衛ゆかりの地としても知られる。,垂井曳やままつり、南宮大社例大祭、たるいまつり,不破高等学校、不破中学校、北中学校,平成の市町村合併なし,1.3190137505425619,1.239110537240737,20,0,0,0,0
21362,関ケ原町,西濃圏域,6610,5776,3105,-12.617246596066567,53.75692520775623,429,2859,2488,7.427285318559557,49.49792243767313,43.07479224376731,172,1222,1711,5.539452495974235,39.35587761674718,55.104669887278575,天下分け目の合戦の歴史観光が中心。名神高速・国道21号の交通条件を生かした物流・製造業もある。,関ケ原合戦祭り、関ケ原古戦場イベント、今須宿まつり,関ケ原中学校、関ケ原小学校,平成の市町村合併なし,0.30536788741568155,0.21145579654479185,39,0,0,0,0
21381,神戸町,西濃圏域,18585,17590,11943,-5.353779930051116,67.89653212052302,1798,9800,5992,10.22171688459352,55.713473564525295,34.06480955088118,990,5692,5261,8.289374529012811,47.65971698903123,44.05090848195596,ばら栽培などの農業と製造業が特徴。大垣市に近く、住宅地としての性格も持つ。,ごうどばら祭り、神戸町ふるさと祭り、日吉神社例大祭,神戸中学校、神戸小学校,平成の市町村合併なし,0.9299551834559968,0.813338672507069,28,0,0,0,0
21382,輪之内町,西濃圏域,9654,8918,7289,-7.623782887922104,81.73357254989908,1012,5392,2514,11.347835837631756,60.461986992599236,28.190177169769004,643,3747,2899,8.821511867197145,51.406228563588975,39.77225956921389,水田農業と工業団地を持つ輪中の町。自動車・物流関連の立地がみられる。,輪之内ふれあいフェスタ、納涼ふるさとまつり、輪中関連イベント,輪之内中学校、仁木小学校,平成の市町村合併なし,0.47148040511998746,0.49639333366022154,35,0,0,0,0
21383,安八町,西濃圏域,14355,13892,10182,-3.225357018460462,73.29398214799885,1552,8098,4242,11.17189749496113,58.29254247048661,30.53556003455226,940,4912,4330,9.23197800039285,48.2419956786486,42.52602632095856,名神高速・東海環状道に近い工業・物流立地と農業が特徴。大垣・岐阜方面の通勤圏。,安八ふれあい祭り、百梅園梅まつり、安八町文化祭,安八中学校、登龍中学校,平成の市町村合併なし,0.7344478344838379,0.6934115685729696,32,0,0,0,0
21401,揖斐川町,西濃圏域,19529,17295,9033,-11.439397818628706,52.22896790980052,1515,8554,7226,8.759757155247181,49.4593813240821,41.78086152067071,649,3407,4977,7.184766965570685,37.71725893944426,55.097974094985055,広大な山林と揖斐川水系を持ち、林業、茶、ダム・水力、セメント・紙関連などの産業が特徴。,いびがわマラソン、谷汲山華厳寺春・秋まつり、揖斐川町産業フェスティバル,揖斐高等学校、揖斐川中学校,2005年：旧揖斐川町＋谷汲村＋春日村＋久瀬村＋藤橋村＋坂内村,0.9143590049955352,0.6151627085955249,30,1,0,0,1
21403,大野町,西濃圏域,22041,20549,14650,-6.769202849235512,71.29300695897611,2286,11631,6632,11.124628935714634,56.601294466884035,32.27407659740133,1293,6613,6744,8.825938566552901,45.13993174061434,46.034129692832764,富有柿、ばら、野菜などの農業が盛ん。製造業と岐阜・大垣方面の住宅地としての性格も持つ。,おおのフェスタ、バラまつり大野、柿・牡蠣まつり,大野中学校、揖東中学校,平成の市町村合併なし,1.0863927836746605,0.997689990138873,25,0,0,0,0
21404,池田町,西濃圏域,23360,21561,15679,-7.701198630136985,72.71926162979454,2296,12245,7020,10.64885673206252,56.792356569732384,32.5587866982051,1162,7330,7187,7.411186937942471,46.75043051215001,45.83838254990752,池田山と揖斐茶で知られ、農業・観光・製造業が共存。大垣方面の通勤圏でもある。,みの池田ふるさと祭、池田山フェスタ、いけだ農業祭,池田高等学校、池田中学校,平成の市町村合併なし,1.139895606054278,1.0677666454189345,24,0,0,0,0
21421,北方町,岐阜圏域,18139,18239,15217,0.551298307514192,83.4311091616865,2328,11086,4825,12.763857667635287,60.781841109709966,26.454301222654752,1633,7901,5683,10.731418807912203,51.922192284944465,37.34638890714332,面積が小さく人口密度が高い住宅・商業の町。岐阜市・瑞穂市へのアクセスが良い。,きたがた清流フェス、北方まつり、円鏡寺公園イベント,北方中学校、北方西小学校,平成の市町村合併なし,0.9642667760690122,1.036303657334009,27,0,0,0,0
21501,坂祝町,中濃圏域,8071,8114,6378,0.5327716515921121,78.60488045353709,1018,4614,2482,12.546216416070987,56.864678333744145,30.58910525018487,777,3195,2406,12.18250235183443,50.09407337723424,37.723424270931325,自動車関連製造業の比重が高く、国道21号・木曽川沿いの交通条件を生かした工業の町。,坂祝町民まつり、木曽川夢街道イベント、さかほぎ夏まつり,坂祝中学校、坂祝小学校,平成の市町村合併なし,0.4289742102650346,0.4343526796659202,36,0,0,0,0
21502,富加町,中濃圏域,5626,5795,4422,3.0039104159260477,76.30716134598792,792,3061,1942,13.66695427092321,52.82139775668679,33.511647972389994,553,2133,1736,12.50565355042967,48.236092265943014,39.258254183627315,製造業と農業が共存し、比較的人口が安定。古代の歴史資源や田園景観を持つ。,富加町民まつり、半布里戸籍関連イベント、とみか駅前イベント,双葉中学校、富加小学校,平成の市町村合併なし,0.3063723870453383,0.3011457430985731,38,0,0,0,0
21503,川辺町,中濃圏域,9860,9239,7100,-6.298174442190674,76.84814373849984,1096,5059,3084,11.862755709492369,54.7570083342353,33.38023595627232,718,3468,2914,10.112676056338028,48.845070422535215,41.04225352112676,飛騨川のダム湖を生かしたボート競技で知られる。製造業、農業、山林資源が特徴。,川辺おどり・花火大会、ボート競技大会、かわべ清流レガッタ,川辺中学校、川辺西小学校,平成の市町村合併なし,0.48845116202103206,0.4835221112618429,34,0,0,0,0
21504,七宗町,中濃圏域,3402,2873,1429,-15.549676660787771,49.738948833971456,219,1242,1412,7.622694048033414,43.230073094326485,49.1472328576401,89,505,835,6.22813156053184,35.339398180545835,58.43247025892232,山林が大部分を占め、林業と飛騨川沿いの自然観光が中心。日本最古の石博物館がある。,七宗町ふるさと祭、ロックタウンプラザイベント、飛水峡関連イベント,七宗中学校、上麻生小学校,平成の市町村合併なし,0.15189091768442747,0.09731733760467232,40,0,0,0,0
21505,八百津町,中濃圏域,10195,9241,5514,-9.357528200098086,59.668867005735315,845,4423,3973,9.144032031165459,47.86278541283411,42.993182556000434,435,2222,2857,7.889009793253536,40.297424737033005,51.81356546971345,水力発電、食品・菓子、林業が特徴。杉原千畝ゆかりの人道の丘や蘇水峡が観光資源。,八百津だんじり祭、久田見からくり祭り、八百津町産業文化祭,八百津高等学校、八百津中学校,平成の市町村合併なし,0.4885568988241539,0.37551280584476077,33,0,0,0,0
21506,白川町,中濃圏域,7412,6408,3098,-13.545601726929302,48.3458177278402,440,2718,3250,6.866416978776529,42.41573033707865,50.717852684144816,149,985,1964,4.809554551323434,31.794706262104583,63.39573918657199,白川茶、林業、東濃ひのき、有機農業が代表的。山間地域の小規模集落が多い。,白川町ふるさとまつり、白川茶まつり、佐見歌舞伎,白川中学校、黒川中学校,平成の市町村合併なし,0.33878071720216185,0.21097908460411116,37,0,0,0,0
21507,東白川村,中濃圏域,2016,1809,911,-10.267857142857139,50.35931453841902,153,802,854,8.45771144278607,44.3338861249309,47.20840243228303,63,319,529,6.915477497255764,35.01646542261251,58.068057080131716,森林・木材と白川茶が中心の山村。つちのこを活用した地域振興でも知られる。,つちのこフェスタ、東白川村夏まつり、秋フェスタ,東白川中学校、東白川小学校,平成の市町村合併なし,0.09563893842364402,0.06204065399430125,41,0,0,0,0
21521,御嵩町,中濃圏域,17516,16503,12578,-5.783283854761356,76.21644549475853,1898,8965,5640,11.500939223171544,54.32345634127128,34.17560443555717,1284,6162,5132,10.20830020671013,48.99030052472571,40.80139926856416,中山道御嶽宿・伏見宿の歴史と製造業が特徴。里山保全や環境施策にも力を入れる。,よってりゃあみたけ、御嵩薬師祭礼、中山道往来イベント,東濃高等学校、向陽中学校、上之郷中学校,平成の市町村合併なし,0.872487230959313,0.8565832556973888,31,0,0,0,0
21604,白川村,飛騨圏域,1511,1480,861,-2.0516214427531487,58.17567567567568,208,763,509,14.054054054054054,51.554054054054056,34.39189189189189,132,430,299,15.33101045296167,49.94192799070848,34.72706155632984,世界遺産・白川郷合掌造り集落を核とする国際観光地。山林、水力発電、農業が地域を支える。,どぶろく祭、白川郷ライトアップ、白川郷田植え祭,白川郷学園,平成の市町村合併なし,0.07824523431011231,0.05863556870372489,42,0,0,0,0
